"","labeled_distinct_regions","name_with_luxury","room_type","minimum_nights","number_of_reviews","reviews_per_month","availability_per_day"
"497",2,1,"Private room",3,3,0.09,0.224657534246575
"498",3,1,"Entire home/apt",30,4,0.21,0.8
"499",2,1,"Private room",1,25,0.68,0.912328767123288
"500",3,1,"Entire home/apt",2,48,1.3,0.10958904109589
"501",3,1,"Private room",1,1,0.03,0
"502",3,1,"Entire home/apt",3,29,0.79,0
"503",3,1,"Private room",7,0,0,0
"504",2,1,"Entire home/apt",1,3,0.09,0
"505",2,1,"Entire home/apt",3,23,0.63,0
"506",3,1,"Entire home/apt",365,7,0.19,0.991780821917808
"507",3,1,"Entire home/apt",1,0,0,0
"508",2,1,"Entire home/apt",5,4,0.12,0
"509",3,1,"Entire home/apt",3,12,0.34,0.824657534246575
"510",2,1,"Entire home/apt",2,9,0.29,0
"511",2,1,"Entire home/apt",30,1,0.04,1
"512",2,1,"Entire home/apt",4,34,1.07,0
"513",3,1,"Private room",1,0,0,0
"514",3,1,"Entire home/apt",10,1,0.03,0
"515",3,1,"Entire home/apt",30,0,0,0.183561643835616
"516",3,1,"Private room",3,68,1.88,0.350684931506849
"517",3,1,"Private room",3,81,2.24,0.364383561643836
"518",2,1,"Entire home/apt",5,5,0.16,0
"519",2,1,"Entire home/apt",1,350,9.61,0.375342465753425
"520",3,1,"Entire home/apt",1,1,0.03,0
"521",3,1,"Entire home/apt",7,0,0,0
"522",3,1,"Entire home/apt",4,2,0.08,0.0438356164383562
"523",2,1,"Entire home/apt",2,114,3.36,0.421917808219178
"524",3,1,"Private room",1,9,0.25,0.246575342465753
"525",3,1,"Entire home/apt",2,1,0.03,0
"526",2,1,"Entire home/apt",2,99,2.76,0.605479452054794
"527",3,1,"Entire home/apt",30,0,0,0.96986301369863
"528",3,1,"Entire home/apt",2,2,0.06,0.356164383561644
"529",3,1,"Entire home/apt",30,0,0,0.671232876712329
"530",3,1,"Entire home/apt",30,0,0,0.975342465753425
"531",3,1,"Entire home/apt",3,59,1.67,0.701369863013699
"532",2,1,"Entire home/apt",30,2,0.08,0.967123287671233
"533",3,1,"Entire home/apt",2,6,0.17,0
"534",3,1,"Entire home/apt",3,16,0.48,0
"535",3,1,"Private room",1,22,0.67,0
"536",1,1,"Entire home/apt",2,28,0.92,0.0986301369863014
"537",3,1,"Entire home/apt",3,1,0.03,0
"538",3,1,"Entire home/apt",30,4,0.13,0.997260273972603
"539",3,1,"Entire home/apt",30,2,0.06,0.76986301369863
"540",3,1,"Entire home/apt",4,26,0.8,0.931506849315068
"541",2,1,"Entire home/apt",4,4,0.12,0
"542",3,1,"Entire home/apt",3,5,0.53,1
"543",3,1,"Entire home/apt",3,5,0.15,0
"544",3,1,"Entire home/apt",2,1,0.03,0
"545",2,1,"Private room",75,6,0.17,0
"546",2,1,"Entire home/apt",2,20,0.58,0.0191780821917808
"547",3,1,"Private room",1,3,0.09,0
"548",3,1,"Private room",5,91,2.63,0.391780821917808
"549",3,1,"Private room",14,25,0.75,0.0164383561643836
"550",3,1,"Entire home/apt",1,5,0.15,0.989041095890411
"551",3,1,"Entire home/apt",4,2,0.09,0
"552",2,1,"Entire home/apt",7,19,0.56,0.912328767123288
"553",3,1,"Entire home/apt",3,3,0.09,0
"554",3,1,"Entire home/apt",30,2,0.08,1
"555",3,1,"Private room",1,20,0.59,0.221917808219178
"556",3,1,"Private room",2,0,0,0
"557",3,1,"Entire home/apt",5,89,2.62,0.49041095890411
"558",3,1,"Private room",30,2,0.07,0.83013698630137
"559",3,1,"Private room",5,1,0.03,0
"560",3,1,"Private room",4,10,0.57,0.997260273972603
"561",2,1,"Entire home/apt",2,73,2.15,0.904109589041096
"562",3,1,"Private room",2,30,0.89,0.912328767123288
"563",3,1,"Private room",4,3,0.09,1
"564",3,1,"Entire home/apt",30,9,0.28,0.380821917808219
"565",3,1,"Entire home/apt",30,2,0.06,0
"566",2,1,"Entire home/apt",2,6,0.18,0
"567",3,1,"Entire home/apt",3,32,1.04,0.717808219178082
"568",2,1,"Entire home/apt",5,5,0.16,0
"569",3,1,"Entire home/apt",30,0,0,0.997260273972603
"570",3,1,"Entire home/apt",30,0,0,0.619178082191781
"571",4,1,"Private room",4,10,0.33,0.191780821917808
"572",3,1,"Entire home/apt",30,4,0.12,1
"573",2,1,"Entire home/apt",3,88,2.68,0.731506849315068
"574",3,1,"Private room",1,1,0.03,0
"575",2,1,"Private room",1,52,2.88,0.142465753424658
"576",2,1,"Entire home/apt",2,119,3.62,0.63013698630137
"577",3,1,"Private room",1,23,0.91,0.994520547945206
"578",2,1,"Private room",1,11,0.36,0.989041095890411
"579",3,1,"Entire home/apt",30,0,0,1
"580",3,1,"Entire home/apt",30,0,0,1
"581",3,1,"Entire home/apt",45,6,0.21,0.731506849315068
"582",3,1,"Entire home/apt",30,0,0,0.997260273972603
"583",3,1,"Entire home/apt",30,0,0,0.997260273972603
"584",2,1,"Entire home/apt",2,3,0.09,0
"585",2,1,"Private room",1,228,6.97,0.893150684931507
"586",2,1,"Entire home/apt",4,9,0.29,0
"587",3,1,"Entire home/apt",4,12,0.37,0.00821917808219178
"588",3,1,"Private room",5,45,1.4,0.745205479452055
"589",3,1,"Private room",4,61,1.9,0.673972602739726
"590",3,1,"Entire home/apt",4,69,2.13,0.767123287671233
"591",3,1,"Entire home/apt",45,17,0.54,0.76986301369863
"592",3,1,"Entire home/apt",45,16,0.52,0.945205479452055
"593",2,1,"Private room",3,8,0.26,0.219178082191781
"594",2,1,"Entire home/apt",5,40,1.32,0.191780821917808
"595",3,1,"Entire home/apt",2,4,0.13,0
"596",2,1,"Entire home/apt",1,17,0.6,0.279452054794521
"597",3,1,"Entire home/apt",365,15,0.49,0
"598",3,1,"Entire home/apt",2,3,0.38,0.997260273972603
"599",3,1,"Entire home/apt",1,12,0.39,1
"600",3,1,"Shared room",4,0,0,0
"601",3,1,"Entire home/apt",4,1,0.03,0
"602",2,1,"Private room",3,72,2.26,0.49041095890411
"603",2,1,"Entire home/apt",3,44,1.4,0.175342465753425
"604",3,1,"Entire home/apt",10,5,0.16,0
"605",2,1,"Private room",5,11,0.36,0.227397260273973
"606",3,1,"Entire home/apt",4,12,0.38,0.0712328767123288
"607",2,1,"Entire home/apt",5,0,0,0
"608",3,1,"Entire home/apt",2,10,0.45,0.00821917808219178
"609",3,1,"Entire home/apt",10,15,1.27,0.827397260273973
"610",3,1,"Entire home/apt",4,0,0,0
"611",3,1,"Private room",2,3,0.09,0.246575342465753
"612",2,1,"Private room",1,10,0.36,0.331506849315069
"613",2,1,"Private room",1,32,1.14,0.8
"614",2,1,"Private room",1,24,0.8,0.887671232876712
"615",3,1,"Entire home/apt",5,0,0,0
"616",3,1,"Entire home/apt",2,1,0.03,0
"617",2,1,"Entire home/apt",2,51,1.76,0.227397260273973
"618",2,1,"Private room",1,230,7.28,0.967123287671233
"619",4,1,"Entire home/apt",30,0,0,0
"620",3,1,"Private room",13,0,0,0
"621",2,1,"Entire home/apt",28,0,0,0
"622",2,1,"Entire home/apt",3,17,0.55,0.353424657534247
"623",2,1,"Private room",2,151,4.93,0
"624",2,1,"Entire home/apt",5,0,0,0
"625",1,1,"Entire home/apt",7,0,0,0.243835616438356
"626",2,1,"Entire home/apt",3,2,0.07,0
"627",3,1,"Entire home/apt",30,1,0.03,0.936986301369863
"628",2,1,"Private room",3,5,0.16,0
"629",2,1,"Entire home/apt",30,32,1.18,0.893150684931507
"630",3,1,"Entire home/apt",5,1,0.05,0
"631",3,1,"Entire home/apt",30,0,0,1
"632",3,1,"Private room",3,1,0.05,1
"633",3,1,"Entire home/apt",2,0,0,0
"634",2,1,"Shared room",4,114,3.72,0
"635",4,1,"Entire home/apt",1,69,2.34,0.901369863013699
"636",3,1,"Entire home/apt",3,0,0,0
"637",3,1,"Private room",5,11,0.76,0.367123287671233
"638",3,1,"Entire home/apt",2,0,0,0
"639",3,1,"Entire home/apt",30,6,0.38,0.917808219178082
"640",3,1,"Entire home/apt",45,5,0.18,0.852054794520548
"641",3,1,"Private room",5,2,0.11,1
"642",2,1,"Entire home/apt",4,7,0.24,0
"643",3,1,"Entire home/apt",4,20,0.73,0.794520547945205
"644",3,1,"Entire home/apt",3,51,1.76,0.920547945205479
"645",2,1,"Private room",1,16,0.55,0.0191780821917808
"646",3,1,"Entire home/apt",3,0,0,0
"647",2,1,"Entire home/apt",3,8,0.3,0
"648",2,1,"Entire home/apt",4,16,0.54,0.235616438356164
"649",2,1,"Entire home/apt",1,1,0.04,0
"650",3,1,"Entire home/apt",4,8,0.74,0.115068493150685
"651",2,1,"Entire home/apt",1,0,0,0.0712328767123288
"652",3,1,"Entire home/apt",1,106,3.75,0.783561643835616
"653",3,1,"Private room",30,1,0.04,0
"654",3,1,"Entire home/apt",45,6,0.63,1
"655",2,1,"Entire home/apt",4,1,0.05,0
"656",3,1,"Entire home/apt",90,0,0,0.997260273972603
"657",2,1,"Entire home/apt",2,101,3.53,0.578082191780822
"658",4,1,"Entire home/apt",27,0,0,0
"659",4,1,"Entire home/apt",2,65,2.33,0.720547945205479
"660",3,1,"Entire home/apt",30,3,0.12,0.947945205479452
"661",2,1,"Entire home/apt",3,33,1.19,0.164383561643836
"662",3,1,"Entire home/apt",30,2,0.11,0.926027397260274
"663",2,1,"Entire home/apt",2,0,0,0
"664",3,1,"Entire home/apt",14,0,0,0
"665",3,1,"Private room",2,60,2.3,0.978082191780822
"666",2,1,"Entire home/apt",1,3,0.11,0
"667",3,1,"Private room",183,1,0.09,0.931506849315068
"668",3,1,"Entire home/apt",1,12,0.43,0
"669",2,1,"Entire home/apt",4,19,0.68,0.0410958904109589
"670",3,1,"Entire home/apt",2,9,0.33,0.128767123287671
"671",3,1,"Private room",1,120,4.28,0.405479452054795
"672",2,1,"Private room",1,2,0.08,0
"673",3,1,"Entire home/apt",6,11,0.41,0.484931506849315
"674",3,1,"Entire home/apt",3,8,0.36,0.304109589041096
"675",3,1,"Entire home/apt",7,32,1.17,0.745205479452055
"676",3,1,"Entire home/apt",2,108,3.92,0.616438356164384
"677",3,1,"Entire home/apt",3,15,0.55,0
"678",3,1,"Private room",2,7,0.26,0.194520547945205
"679",3,1,"Private room",2,18,0.65,0.26027397260274
"680",2,1,"Entire home/apt",14,0,0,0.227397260273973
"681",3,1,"Entire home/apt",2,20,0.82,0.934246575342466
"682",4,1,"Entire home/apt",3,5,0.19,0
"683",2,1,"Entire home/apt",2,5,0.18,0
"684",2,1,"Private room",2,81,2.99,0.23013698630137
"685",4,1,"Entire home/apt",4,91,3.44,0.416438356164384
"686",3,1,"Entire home/apt",14,1,0.04,0.493150684931507
"687",2,1,"Private room",4,14,0.54,0.0273972602739726
"688",3,1,"Entire home/apt",3,3,0.36,0.0383561643835616
"689",3,1,"Private room",1,0,0,0
"690",2,1,"Private room",1,14,0.52,0.243835616438356
"691",2,1,"Entire home/apt",1,26,1.07,0.986301369863014
"692",3,1,"Entire home/apt",3,19,0.72,0.668493150684932
"693",3,1,"Entire home/apt",1,96,3.63,0.693150684931507
"694",3,1,"Entire home/apt",30,4,0.16,0.33972602739726
"695",2,1,"Private room",2,13,0.49,0
"696",4,1,"Entire home/apt",2,88,3.38,0.328767123287671
"697",3,1,"Entire home/apt",3,53,2.03,0.284931506849315
"698",3,1,"Entire home/apt",3,0,0,0
"699",3,1,"Entire home/apt",2,2,0.08,0
"700",3,1,"Shared room",1,1,0.04,0
"701",2,1,"Private room",3,26,1.32,0
"702",3,1,"Entire home/apt",30,2,0.1,0.997260273972603
"703",3,1,"Entire home/apt",4,0,0,0
"704",3,1,"Entire home/apt",7,18,0.7,0.663013698630137
"705",2,1,"Private room",2,4,0.15,0.934246575342466
"706",2,1,"Private room",3,46,1.91,0.53972602739726
"707",2,1,"Entire home/apt",2,5,0.19,0.0383561643835616
"708",2,1,"Entire home/apt",4,7,0.28,0.178082191780822
"709",2,1,"Entire home/apt",5,2,0.08,0
"710",2,1,"Entire home/apt",3,3,0.28,0.997260273972603
"711",2,1,"Entire home/apt",2,7,0.29,0
"712",3,1,"Entire home/apt",30,0,0,0.997260273972603
"713",3,1,"Entire home/apt",3,1,0.05,0
"714",3,1,"Entire home/apt",1,18,0.72,0
"715",3,1,"Entire home/apt",10,0,0,0.175342465753425
"716",3,1,"Entire home/apt",2,1,0.04,0
"717",3,1,"Private room",14,0,0,0
"718",3,1,"Entire home/apt",1,0,0,0
"719",3,1,"Entire home/apt",1,105,4.63,0
"720",3,1,"Private room",3,76,2.93,0.926027397260274
"721",2,1,"Private room",3,10,0.39,0.493150684931507
"722",4,1,"Entire home/apt",1,7,0.28,0
"723",3,1,"Entire home/apt",3,8,0.31,0
"724",3,1,"Entire home/apt",6,0,0,0.287671232876712
"725",3,1,"Entire home/apt",7,4,0.33,0.13972602739726
"726",2,1,"Private room",3,3,0.12,0.49041095890411
"727",2,1,"Entire home/apt",1,16,0.65,0
"728",2,1,"Entire home/apt",1,2,0.08,0
"729",3,1,"Entire home/apt",30,0,0,0.997260273972603
"730",3,1,"Entire home/apt",4,51,2.06,0.10958904109589
"731",3,1,"Entire home/apt",1,0,0,0
"732",3,1,"Private room",7,1,0.04,0
"733",2,1,"Entire home/apt",2,12,0.49,0
"734",4,1,"Entire home/apt",4,27,1.11,0.589041095890411
"735",3,1,"Entire home/apt",5,1,0.04,0
"736",3,1,"Entire home/apt",3,0,0,0
"737",2,1,"Entire home/apt",4,8,0.33,0
"738",3,1,"Entire home/apt",2,8,0.32,0
"739",3,1,"Entire home/apt",2,0,0,0
"740",2,1,"Entire home/apt",7,3,0.13,0.517808219178082
"741",3,1,"Entire home/apt",1,8,0.34,0.147945205479452
"742",2,1,"Private room",4,1,0.04,0
"743",3,1,"Entire home/apt",30,9,0.38,0.931506849315068
"744",3,1,"Entire home/apt",2,143,5.77,0.53972602739726
"745",3,1,"Entire home/apt",4,2,0.08,0.487671232876712
"746",2,1,"Entire home/apt",2,14,0.6,0.205479452054795
"747",1,1,"Private room",1,85,3.43,0.898630136986301
"748",3,1,"Entire home/apt",2,7,0.3,0
"749",4,1,"Entire home/apt",1,62,3.01,0.920547945205479
"750",4,1,"Private room",1,127,5.37,0.810958904109589
"751",3,1,"Entire home/apt",3,1,0.58,0.493150684931507
"752",3,1,"Private room",3,18,0.73,0
"753",3,1,"Private room",2,2,0.21,0.0602739726027397
"754",3,1,"Entire home/apt",3,4,0.29,0
"755",3,1,"Private room",2,4,0.17,0
"756",3,1,"Entire home/apt",2,0,0,0.561643835616438
"757",2,1,"Entire home/apt",2,90,3.73,0.553424657534247
"758",1,1,"Private room",2,0,0,0.49041095890411
"759",3,1,"Entire home/apt",10,0,0,0
"760",4,1,"Private room",3,0,0,0
"761",4,1,"Entire home/apt",3,5,0.21,0
"762",4,1,"Entire home/apt",3,35,1.56,0.520547945205479
"763",4,1,"Entire home/apt",30,0,0,0.227397260273973
"764",3,1,"Private room",3,2,0.08,0
"765",3,1,"Entire home/apt",30,20,0.9,0.783561643835616
"766",3,1,"Entire home/apt",30,5,0.26,0.695890410958904
"767",3,1,"Entire home/apt",10,36,1.52,0.813698630136986
"768",2,1,"Entire home/apt",4,7,0.33,0.323287671232877
"769",4,1,"Private room",1,8,0.42,0.424657534246575
"770",3,1,"Private room",1,19,0.8,0
"771",2,1,"Entire home/apt",5,3,0.15,0
"772",3,1,"Entire home/apt",5,6,0.26,0
"773",4,1,"Entire home/apt",2,1,0.05,0
"774",3,1,"Private room",1,7,0.31,0
"775",3,1,"Entire home/apt",3,1,0.04,0
"776",3,1,"Private room",15,3,1.02,0
"777",3,1,"Entire home/apt",3,92,4.13,0.189041095890411
"778",3,1,"Private room",2,17,0.73,0
"779",3,1,"Entire home/apt",3,0,0,0
"780",1,1,"Entire home/apt",2,35,1.52,0.353424657534247
"781",3,1,"Private room",3,17,0.73,0.178082191780822
"782",2,1,"Entire home/apt",2,113,5.88,0.183561643835616
"783",1,1,"Private room",2,0,0,0.736986301369863
"784",1,1,"Shared room",2,1,0.04,0.736986301369863
"785",2,1,"Entire home/apt",4,10,0.93,0.117808219178082
"786",3,1,"Entire home/apt",1,6,0.26,0
"787",4,1,"Private room",2,4,0.18,0.484931506849315
"788",3,1,"Entire home/apt",3,0,0,0
"789",3,1,"Private room",1,20,0.88,0
"790",3,1,"Private room",3,34,1.52,0.487671232876712
"791",2,1,"Entire home/apt",2,3,0.27,0
"792",3,1,"Entire home/apt",6,15,0.68,0.427397260273973
"793",3,1,"Entire home/apt",2,0,0,0
"794",3,1,"Entire home/apt",30,22,1,0.221917808219178
"795",3,1,"Entire home/apt",5,1,0.09,0.983561643835616
"796",2,1,"Private room",2,5,0.22,0
"797",3,1,"Entire home/apt",30,0,0,0.997260273972603
"798",2,1,"Entire home/apt",3,12,0.53,0.0136986301369863
"799",3,1,"Entire home/apt",2,1,0.04,0
"800",2,1,"Private room",3,2,0.09,0
"801",3,1,"Entire home/apt",1,102,4.55,0.0904109589041096
"802",3,1,"Entire home/apt",30,1,0.12,0.895890410958904
"803",3,1,"Entire home/apt",2,21,1.14,0
"804",2,1,"Private room",5,6,0.27,0.0356164383561644
"805",3,1,"Entire home/apt",5,14,0.67,0.0438356164383562
"806",3,1,"Entire home/apt",5,58,2.6,0.928767123287671
"807",3,1,"Entire home/apt",30,0,0,0.778082191780822
"808",3,1,"Entire home/apt",30,0,0,0.901369863013699
"809",3,1,"Entire home/apt",2,25,1.14,0
"810",3,1,"Entire home/apt",15,8,0.37,0.0821917808219178
"811",3,1,"Private room",5,1,0.05,0
"812",1,1,"Entire home/apt",2,95,4.46,0.616438356164384
"813",3,1,"Entire home/apt",5,7,0.32,0.0602739726027397
"814",3,1,"Entire home/apt",30,0,0,0.961643835616438
"815",3,1,"Private room",1,41,1.87,0.00821917808219178
"816",3,1,"Entire home/apt",30,1,1,0.852054794520548
"817",2,1,"Entire home/apt",3,99,4.79,0.789041095890411
"818",3,1,"Entire home/apt",30,0,0,0.246575342465753
"819",2,1,"Entire home/apt",1,18,0.85,0
"820",2,1,"Entire home/apt",2,5,0.23,0
"821",3,1,"Private room",3,2,0.09,0
"822",3,1,"Entire home/apt",30,4,0.25,0.550684931506849
"823",3,1,"Entire home/apt",1,46,2.19,0.454794520547945
"824",4,1,"Entire home/apt",2,18,0.86,0.997260273972603
"825",2,1,"Entire home/apt",2,6,0.32,0.063013698630137
"826",3,1,"Entire home/apt",30,1,0.05,0.772602739726027
"827",2,1,"Entire home/apt",3,12,0.61,0.197260273972603
"828",2,1,"Entire home/apt",3,0,0,0
"829",2,1,"Private room",2,6,0.3,0
"830",3,1,"Entire home/apt",3,25,1.8,0
"831",3,1,"Entire home/apt",2,1,0.05,0
"832",3,1,"Entire home/apt",2,2,0.1,0
"833",2,1,"Private room",1,0,0,0
"834",3,1,"Entire home/apt",3,1,0.05,0.0465753424657534
"835",2,1,"Entire home/apt",5,17,0.83,0
"836",2,1,"Entire home/apt",2,4,0.36,0
"837",4,1,"Entire home/apt",4,2,0.19,0
"838",2,1,"Entire home/apt",3,7,0.38,0.0328767123287671
"839",3,1,"Entire home/apt",2,1,0.05,0
"840",4,1,"Entire home/apt",6,0,0,0
"841",3,1,"Entire home/apt",30,0,0,0.326027397260274
"842",2,1,"Entire home/apt",30,3,0.15,0
"843",3,1,"Shared room",3,17,1.17,0.0383561643835616
"844",3,1,"Private room",11,0,0,0
"845",2,1,"Private room",3,2,0.11,0.263013698630137
"846",3,1,"Entire home/apt",2,11,0.57,0.0602739726027397
"847",2,1,"Private room",1,93,4.67,0.0465753424657534
"848",3,1,"Entire home/apt",3,2,0.32,0.00273972602739726
"849",2,1,"Private room",2,0,0,0
"850",2,1,"Private room",1,4,0.2,0
"851",3,1,"Entire home/apt",2,6,0.35,0.594520547945205
"852",2,1,"Entire home/apt",3,14,0.71,0.0465753424657534
"853",2,1,"Entire home/apt",4,4,0.2,0.00821917808219178
"854",2,1,"Private room",7,100,4.97,0.0684931506849315
"855",3,1,"Entire home/apt",1,1,0.05,0
"856",3,1,"Entire home/apt",30,5,0.3,0.772602739726027
"857",3,1,"Private room",1,0,0,0
"858",3,1,"Entire home/apt",4,1,0.05,0
"859",3,1,"Private room",2,7,0.36,0
"860",3,1,"Entire home/apt",1,13,0.67,0.00273972602739726
"861",3,1,"Entire home/apt",30,0,0,0.904109589041096
"862",3,1,"Entire home/apt",30,0,0,0.904109589041096
"863",3,1,"Entire home/apt",30,0,0,0.821917808219178
"864",2,1,"Entire home/apt",2,15,0.76,0.00273972602739726
"865",2,1,"Private room",7,74,3.98,0.0849315068493151
"866",3,1,"Shared room",1,1,0.05,0
"867",3,1,"Entire home/apt",2,14,0.76,0.0986301369863014
"868",3,1,"Entire home/apt",4,0,0,0
"869",3,1,"Entire home/apt",3,1,0.05,0
"870",3,1,"Entire home/apt",1,11,0.56,0
"871",3,1,"Entire home/apt",5,0,0,0
"872",2,1,"Entire home/apt",2,22,1.15,0.361643835616438
"873",3,1,"Entire home/apt",3,1,0.05,0
"874",3,1,"Private room",1,1,0.09,0
"875",2,1,"Entire home/apt",4,15,0.81,0
"876",4,1,"Entire home/apt",3,1,0.16,0
"877",3,1,"Entire home/apt",5,5,0.27,0.0191780821917808
"878",2,1,"Entire home/apt",13,0,0,0
"879",4,1,"Private room",1,9,0.48,0.898630136986301
"880",3,1,"Entire home/apt",2,30,1.57,0.750684931506849
"881",3,1,"Entire home/apt",2,5,0.39,0
"882",3,1,"Entire home/apt",30,0,0,0
"883",3,1,"Private room",11,0,0,0
"884",2,1,"Entire home/apt",2,51,2.65,0.632876712328767
"885",3,1,"Entire home/apt",6,31,1.68,0.756164383561644
"886",3,1,"Entire home/apt",6,32,1.73,0.687671232876712
"887",3,1,"Entire home/apt",9,2,0.11,0
"888",2,1,"Entire home/apt",2,2,0.11,0
"889",4,1,"Private room",2,13,0.9,0.0958904109589041
"890",3,1,"Entire home/apt",5,0,0,0.627397260273973
"891",3,1,"Private room",1,1,0.05,0
"892",3,1,"Shared room",4,1,0.05,0
"893",2,1,"Private room",5,3,0.16,0
"894",2,1,"Entire home/apt",3,6,0.31,0
"895",2,1,"Entire home/apt",3,0,0,0
"896",3,1,"Entire home/apt",30,0,0,0.942465753424658
"897",3,1,"Entire home/apt",30,0,0,0.931506849315068
"898",3,1,"Entire home/apt",3,10,0.56,0.175342465753425
"899",2,1,"Private room",2,3,0.3,0
"900",2,1,"Private room",5,23,1.21,0.306849315068493
"901",3,1,"Entire home/apt",10,10,0.54,0.591780821917808
"902",2,1,"Entire home/apt",3,4,0.26,0
"903",3,1,"Entire home/apt",3,0,0,0
"904",3,1,"Entire home/apt",1,13,0.71,0.178082191780822
"905",2,1,"Entire home/apt",30,0,0,0.49041095890411
"906",2,1,"Entire home/apt",5,0,0,0
"907",2,1,"Private room",3,19,1.03,0.216438356164384
"908",3,1,"Private room",3,31,1.8,0
"909",3,1,"Entire home/apt",4,0,0,0
"910",3,1,"Entire home/apt",2,1,0.05,0
"911",3,1,"Entire home/apt",3,6,0.32,0
"912",4,1,"Private room",1,4,0.22,0
"913",3,1,"Entire home/apt",2,5,0.27,0
"914",4,1,"Entire home/apt",4,0,0,0
"915",3,1,"Entire home/apt",2,0,0,0
"916",3,1,"Private room",6,0,0,0
"917",3,1,"Private room",3,0,0,0.473972602739726
"918",3,1,"Entire home/apt",2,69,3.85,0.408219178082192
"919",2,1,"Entire home/apt",2,2,0.15,0
"920",3,1,"Entire home/apt",2,0,0,0
"921",2,1,"Entire home/apt",3,46,2.84,0.465753424657534
"922",2,1,"Entire home/apt",2,95,5.27,0.131506849315068
"923",3,1,"Private room",3,0,0,1
"924",3,1,"Entire home/apt",4,35,2.19,0.216438356164384
"925",3,1,"Entire home/apt",3,19,1.25,1
"926",3,1,"Entire home/apt",3,0,0,0
"927",2,1,"Entire home/apt",1,72,4.08,0.841095890410959
"928",4,1,"Private room",2,1,0.06,0
"929",4,1,"Entire home/apt",2,50,2.95,0.441095890410959
"930",3,1,"Entire home/apt",29,3,0.27,0.980821917808219
"931",3,1,"Private room",2,3,0.17,0
"932",3,1,"Entire home/apt",3,3,0.21,0.350684931506849
"933",3,1,"Entire home/apt",2,0,0,0.00547945205479452
"934",2,1,"Entire home/apt",2,27,1.79,0.997260273972603
"935",2,1,"Entire home/apt",3,19,1.1,0.010958904109589
"936",3,1,"Private room",3,1,0.06,0
"937",2,1,"Entire home/apt",3,141,8.21,0.312328767123288
"938",3,1,"Entire home/apt",2,15,0.94,0.13972602739726
"939",2,1,"Entire home/apt",4,82,4.86,0.906849315068493
"940",2,1,"Entire home/apt",3,2,0.15,0
"941",3,1,"Entire home/apt",30,48,3.27,0.89041095890411
"942",3,1,"Entire home/apt",30,2,0.18,0.687671232876712
"943",2,1,"Entire home/apt",2,81,4.89,0.583561643835616
"944",3,1,"Entire home/apt",4,21,1.46,0.0136986301369863
"945",3,1,"Entire home/apt",4,2,0.14,0
"946",4,1,"Entire home/apt",2,31,2.12,0.186301369863014
"947",3,1,"Entire home/apt",30,3,0.19,0.926027397260274
"948",3,1,"Entire home/apt",7,5,0.32,0
"949",3,1,"Entire home/apt",4,7,0.93,0.668493150684932
"950",3,1,"Entire home/apt",3,12,0.86,0.0164383561643836
"951",3,1,"Entire home/apt",3,11,0.84,0.00821917808219178
"952",3,1,"Entire home/apt",5,54,3.34,0.663013698630137
"953",3,1,"Private room",5,9,0.62,0
"954",2,1,"Entire home/apt",3,9,0.59,0
"955",3,1,"Private room",3,10,1.24,0.517808219178082
"956",3,1,"Entire home/apt",30,0,0,0.246575342465753
"957",2,1,"Private room",2,1,0.06,0
"958",3,1,"Private room",3,42,2.71,0.783561643835616
"959",2,1,"Entire home/apt",1,3,0.2,0
"960",3,1,"Private room",2,4,0.27,0
"961",2,1,"Entire home/apt",2,8,0.56,0.0493150684931507
"962",3,1,"Entire home/apt",4,38,2.52,0.846575342465753
"963",4,1,"Entire home/apt",2,30,2.97,0.13972602739726
"964",4,1,"Entire home/apt",2,35,2.26,0.383561643835616
"965",3,1,"Entire home/apt",2,20,1.38,0.213698630136986
"966",2,1,"Entire home/apt",21,1,0.06,0
"967",3,1,"Entire home/apt",4,2,0.13,0
"968",3,1,"Entire home/apt",30,4,0.35,0.882191780821918
"969",3,1,"Entire home/apt",2,1,0.07,0
"970",3,1,"Entire home/apt",20,4,0.3,0
"971",2,1,"Entire home/apt",2,3,0.35,0.0602739726027397
"972",3,1,"Entire home/apt",30,3,0.21,0.852054794520548
