"","labeled_distinct_regions","name_with_luxury","room_type","minimum_nights","number_of_reviews","reviews_per_month","availability_per_day"
"22701",2,0,"Private room",3,46,1.62,0.386301369863014
"22702",3,0,"Entire home/apt",2,2,0.09,0.493150684931507
"22703",3,0,"Entire home/apt",4,2,0.08,0
"22704",4,0,"Entire home/apt",4,6,0.29,0.967123287671233
"22705",3,0,"Entire home/apt",2,93,3.38,0.687671232876712
"22706",4,0,"Private room",3,0,0,0.224657534246575
"22707",3,0,"Entire home/apt",30,5,0.21,0.547945205479452
"22708",5,0,"Entire home/apt",4,96,3.42,0.402739726027397
"22709",2,0,"Private room",20,0,0,0
"22710",2,0,"Entire home/apt",4,55,2.06,0.0465753424657534
"22711",4,0,"Private room",15,23,0.83,0.0849315068493151
"22712",4,0,"Private room",30,0,0,0.0904109589041096
"22713",3,0,"Private room",3,33,1.18,0.457534246575342
"22714",2,0,"Entire home/apt",5,2,0.07,0
"22715",2,0,"Private room",14,7,0.27,0.473972602739726
"22716",3,0,"Private room",2,37,1.33,0.832876712328767
"22717",2,0,"Private room",2,53,2.3,0.0219178082191781
"22718",3,0,"Entire home/apt",3,30,1.08,0.010958904109589
"22719",3,0,"Entire home/apt",1,31,1.12,0
"22720",4,0,"Private room",15,2,0.39,0.520547945205479
"22721",3,0,"Entire home/apt",7,3,0.11,0
"22722",4,0,"Private room",3,0,0,0
"22723",4,0,"Private room",4,2,0.09,0.972602739726027
"22724",2,0,"Entire home/apt",2,6,0.93,0.983561643835616
"22725",2,0,"Entire home/apt",3,7,0.26,0
"22726",4,0,"Private room",4,40,1.41,0.128767123287671
"22727",2,0,"Private room",3,5,0.18,0
"22728",2,0,"Entire home/apt",1,26,0.96,0.742465753424657
"22729",2,0,"Private room",2,16,0.57,0.117808219178082
"22730",2,0,"Private room",5,8,1.31,0
"22731",2,0,"Entire home/apt",2,45,1.65,0.936986301369863
"22732",3,0,"Private room",3,21,1.14,0.0246575342465753
"22733",3,0,"Entire home/apt",4,75,2.64,0.454794520547945
"22734",4,0,"Entire home/apt",7,37,1.42,0
"22735",2,0,"Private room",4,27,0.95,0.147945205479452
"22736",4,0,"Private room",1,61,2.17,0.989041095890411
"22737",3,0,"Private room",1,0,0,0.241095890410959
"22738",3,0,"Entire home/apt",20,25,1.06,0.16986301369863
"22739",2,0,"Private room",30,11,0.39,0.238356164383562
"22740",4,0,"Private room",1,35,1.23,0.997260273972603
"22741",2,0,"Private room",14,3,0.11,0.758904109589041
"22742",2,0,"Entire home/apt",2,11,0.39,0
"22743",3,0,"Private room",1,13,0.62,0.989041095890411
"22744",2,0,"Entire home/apt",30,6,0.22,0.427397260273973
"22745",2,0,"Private room",1,1,0.03,0
"22746",3,0,"Shared room",1,0,0,0
"22747",3,0,"Private room",1,8,0.28,0.802739726027397
"22748",2,0,"Entire home/apt",15,0,0,0.115068493150685
"22749",3,0,"Private room",1,0,0,0
"22750",2,0,"Entire home/apt",1,162,5.7,0.00273972602739726
"22751",2,0,"Private room",2,4,0.14,0
"22752",2,0,"Entire home/apt",7,3,0.12,0.117808219178082
"22753",3,0,"Private room",300,1,0.04,0.243835616438356
"22754",4,0,"Private room",3,48,1.72,0.90958904109589
"22755",3,0,"Private room",5,2,0.07,0
"22756",2,0,"Private room",15,2,0.07,0
"22757",3,0,"Private room",6,1,0.15,0.0219178082191781
"22758",3,0,"Entire home/apt",6,5,0.19,0.295890410958904
"22759",2,0,"Private room",2,16,0.57,0.0164383561643836
"22760",2,0,"Private room",4,15,1.05,0.0958904109589041
"22761",3,0,"Entire home/apt",1,2,0.07,0
"22762",4,0,"Private room",10,1,0.09,0.821917808219178
"22763",3,0,"Entire home/apt",3,2,0.08,0
"22764",3,0,"Private room",4,3,0.11,0
"22765",2,0,"Private room",2,61,2.14,0.115068493150685
"22766",3,0,"Entire home/apt",3,9,0.35,0.347945205479452
"22767",3,0,"Entire home/apt",2,65,2.38,0.0301369863013699
"22768",2,0,"Private room",2,32,1.15,0
"22769",3,0,"Entire home/apt",2,12,0.42,0
"22770",3,0,"Entire home/apt",2,138,4.83,0.123287671232877
"22771",4,0,"Private room",5,75,2.7,0.0356164383561644
"22772",2,0,"Shared room",3,0,0,0
"22773",3,0,"Entire home/apt",30,5,0.21,0.742465753424657
"22774",3,0,"Private room",1,134,4.69,0.687671232876712
"22775",3,0,"Entire home/apt",7,3,0.11,0
"22776",2,0,"Private room",3,3,0.11,0
"22777",1,0,"Shared room",1,116,4.09,0.0136986301369863
"22778",5,0,"Private room",1,12,0.42,0
"22779",2,0,"Private room",28,19,0.72,0.813698630136986
"22780",2,0,"Private room",1,12,0.42,0
"22781",2,0,"Private room",1,15,0.56,0.89041095890411
"22782",2,0,"Entire home/apt",3,93,4.16,0.243835616438356
"22783",2,0,"Private room",2,2,0.07,0
"22784",2,0,"Private room",1,82,2.95,0
"22785",2,0,"Private room",1,14,0.49,0
"22786",4,0,"Entire home/apt",2,51,1.9,0.663013698630137
"22787",3,0,"Private room",1,17,1.11,0
"22788",3,0,"Private room",3,3,0.21,0.454794520547945
"22789",4,0,"Entire home/apt",1,75,2.66,0.805479452054795
"22790",3,0,"Private room",28,0,0,0
"22791",2,0,"Private room",12,0,0,0
"22792",3,0,"Entire home/apt",4,0,0,0
"22793",2,0,"Private room",1,0,0,0
"22794",3,0,"Private room",2,37,1.39,0.0904109589041096
"22795",2,0,"Entire home/apt",2,115,4.26,0.0876712328767123
"22796",2,0,"Entire home/apt",3,34,2.95,0.147945205479452
"22797",3,0,"Entire home/apt",120,2,0.08,0.457534246575342
"22798",2,0,"Private room",1,0,0,0
"22799",3,0,"Entire home/apt",7,7,0.27,0
"22800",3,0,"Private room",3,71,2.54,0.164383561643836
"22801",2,0,"Private room",4,37,1.29,0.23013698630137
"22802",4,0,"Entire home/apt",4,0,0,0.227397260273973
"22803",4,0,"Private room",1,37,1.3,0
"22804",3,0,"Entire home/apt",2,16,0.57,0
"22805",3,0,"Entire home/apt",4,65,2.3,0.131506849315068
"22806",2,0,"Private room",2,18,0.63,0
"22807",3,0,"Entire home/apt",2,12,0.43,0.0219178082191781
"22808",3,0,"Entire home/apt",3,6,0.23,0
"22809",2,0,"Entire home/apt",2,4,0.42,0.857534246575342
"22810",2,0,"Entire home/apt",2,68,3.5,0.657534246575342
"22811",2,0,"Shared room",3,27,1.25,0.00273972602739726
"22812",3,0,"Entire home/apt",2,2,0.08,0
"22813",2,0,"Private room",2,0,0,0
"22814",3,0,"Entire home/apt",9,0,0,0
"22815",3,0,"Entire home/apt",30,6,0.23,1
"22816",3,0,"Shared room",1,27,0.95,0.0904109589041096
"22817",2,0,"Private room",28,28,1.01,0.83013698630137
"22818",3,0,"Entire home/apt",30,0,0,0.997260273972603
"22819",3,0,"Entire home/apt",30,1,0.04,0.315068493150685
"22820",3,0,"Entire home/apt",30,0,0,0.997260273972603
"22821",3,0,"Entire home/apt",30,0,0,0.997260273972603
"22822",3,0,"Entire home/apt",30,0,0,0.997260273972603
"22823",3,0,"Entire home/apt",30,0,0,0.997260273972603
"22824",3,0,"Entire home/apt",30,0,0,0.997260273972603
"22825",3,0,"Entire home/apt",30,8,0.31,0.556164383561644
"22826",3,0,"Entire home/apt",30,5,0.22,0.928767123287671
"22827",3,0,"Entire home/apt",30,1,0.04,1
"22828",3,0,"Entire home/apt",30,3,0.11,0.90958904109589
"22829",2,0,"Entire home/apt",2,22,0.78,0
"22830",3,0,"Entire home/apt",30,0,0,1
"22831",3,0,"Private room",1,1,0.04,0
"22832",3,0,"Entire home/apt",30,0,0,0.158904109589041
"22833",4,0,"Entire home/apt",1,73,2.75,0.747945205479452
"22834",2,0,"Entire home/apt",3,27,1,0.83013698630137
"22835",2,0,"Entire home/apt",3,70,2.58,0.243835616438356
"22836",3,0,"Entire home/apt",1,67,2.45,0.517808219178082
"22837",2,0,"Private room",5,42,1.58,0.172602739726027
"22838",3,0,"Private room",1,5,0.17,0
"22839",3,0,"Entire home/apt",30,7,0.26,0.906849315068493
"22840",4,0,"Private room",3,7,0.4,1
"22841",2,0,"Entire home/apt",2,76,2.69,0.572602739726027
"22842",3,0,"Private room",1,0,0,0
"22843",2,0,"Entire home/apt",3,2,0.07,0
"22844",2,0,"Private room",3,28,1,0.0301369863013699
"22845",3,0,"Private room",2,1,0.37,0
"22846",3,0,"Private room",4,2,0.08,0
"22847",3,0,"Entire home/apt",2,10,0.36,0
"22848",2,0,"Entire home/apt",2,1,0.04,0
"22849",2,0,"Entire home/apt",2,131,5.23,0.435616438356164
"22850",3,0,"Entire home/apt",14,7,0.27,0.0356164383561644
"22851",3,0,"Private room",3,9,0.32,0
"22852",1,0,"Private room",22,10,0.36,0.50958904109589
"22853",3,0,"Private room",16,7,0.28,0
"22854",3,0,"Private room",1,26,0.91,0
"22855",4,0,"Entire home/apt",3,75,3.07,0.476712328767123
"22856",3,0,"Private room",1,19,0.73,0
"22857",2,0,"Entire home/apt",2,10,0.39,0
"22858",3,0,"Private room",5,2,0.07,0
"22859",2,0,"Entire home/apt",7,0,0,0
"22860",3,0,"Private room",2,154,5.42,0.397260273972603
"22861",3,0,"Private room",6,30,1.08,0.117808219178082
"22862",2,0,"Entire home/apt",1,0,0,0
"22863",2,0,"Private room",14,32,1.14,0.197260273972603
"22864",3,0,"Entire home/apt",1,0,0,0.473972602739726
"22865",2,0,"Private room",7,3,0.11,0
"22866",3,0,"Private room",2,4,0.16,0
"22867",3,0,"Entire home/apt",5,24,0.85,0.0547945205479452
"22868",2,0,"Private room",2,21,0.76,0.0520547945205479
"22869",2,0,"Entire home/apt",1,0,0,0
"22870",3,0,"Private room",6,1,0.04,0
"22871",2,0,"Private room",2,83,2.95,0.424657534246575
"22872",2,0,"Private room",1,4,0.44,0
"22873",3,0,"Entire home/apt",3,6,0.22,0.246575342465753
"22874",3,0,"Entire home/apt",2,15,3.17,0.567123287671233
"22875",2,0,"Entire home/apt",29,0,0,0.849315068493151
"22876",3,0,"Private room",5,3,0.11,0
"22877",3,0,"Shared room",1,118,4.21,0
"22878",3,0,"Shared room",1,115,4.06,0
"22879",1,0,"Entire home/apt",2,62,2.19,0.0986301369863014
"22880",2,0,"Entire home/apt",5,4,1.9,0.854794520547945
"22881",3,0,"Private room",1,116,4.07,0.652054794520548
"22882",2,0,"Entire home/apt",2,9,0.33,0
"22883",2,0,"Private room",1,1,0.04,0
"22884",3,0,"Private room",1,2,0.07,0
"22885",3,0,"Entire home/apt",3,1,0.04,0
"22886",2,0,"Entire home/apt",2,97,3.68,0
"22887",2,0,"Private room",3,12,0.43,0
"22888",3,0,"Private room",1,3,0.11,0
"22889",2,0,"Entire home/apt",3,73,2.64,0.101369863013699
"22890",5,0,"Entire home/apt",1,136,4.81,0.372602739726027
"22891",2,0,"Entire home/apt",6,7,0.36,0.115068493150685
"22892",3,0,"Private room",3,15,0.54,0
"22893",3,0,"Entire home/apt",30,2,0.08,0.591780821917808
"22894",3,0,"Private room",7,12,0.42,0
"22895",3,0,"Private room",7,21,0.75,0
"22896",2,0,"Entire home/apt",1,6,0.22,0
"22897",3,0,"Entire home/apt",2,16,0.59,0
"22898",2,0,"Private room",1,108,3.8,0.665753424657534
"22899",2,0,"Private room",1,17,0.97,0
"22900",4,0,"Private room",10,0,0,0.515068493150685
"22901",2,0,"Entire home/apt",7,1,0.04,0
"22902",3,0,"Entire home/apt",7,0,0,0
"22903",3,0,"Private room",1,0,0,0
"22904",3,0,"Entire home/apt",30,7,0.4,0.194520547945205
"22905",2,0,"Private room",1,25,0.88,0
"22906",3,0,"Entire home/apt",12,11,0.39,0
"22907",3,0,"Entire home/apt",30,3,0.27,0.895890410958904
"22908",2,0,"Entire home/apt",3,72,2.55,0.383561643835616
"22909",2,0,"Entire home/apt",3,70,2.51,0.465753424657534
"22910",3,0,"Entire home/apt",4,16,0.65,0.0383561643835616
"22911",3,0,"Entire home/apt",2,0,0,0
"22912",3,0,"Private room",2,3,0.11,0
"22913",4,0,"Entire home/apt",3,19,0.7,0.284931506849315
"22914",2,0,"Entire home/apt",30,9,0.33,0.372602739726027
"22915",2,0,"Entire home/apt",3,68,2.51,0.93972602739726
"22916",2,0,"Private room",23,12,0.44,0.517808219178082
"22917",1,0,"Private room",3,115,4.1,0.194520547945205
"22918",3,0,"Entire home/apt",1,132,5.17,0.69041095890411
"22919",3,0,"Private room",3,1,0.04,0
"22920",2,0,"Entire home/apt",1,2,0.07,0
"22921",4,0,"Private room",1,347,13.48,0.435616438356164
"22922",3,0,"Private room",3,10,0.36,0
"22923",3,0,"Private room",3,9,0.42,0
"22924",2,0,"Entire home/apt",5,0,0,0
"22925",3,0,"Entire home/apt",2,24,0.9,0.115068493150685
"22926",3,0,"Private room",2,3,0.11,0
"22927",2,0,"Entire home/apt",1,119,4.2,0.232876712328767
"22928",4,0,"Entire home/apt",2,113,4.04,0.00821917808219178
"22929",2,0,"Entire home/apt",30,11,0.47,0.887671232876712
"22930",2,0,"Private room",1,45,1.62,0.83013698630137
"22931",3,0,"Entire home/apt",2,0,0,0
"22932",3,0,"Entire home/apt",13,6,0.21,0
"22933",3,0,"Entire home/apt",180,15,0.56,0.90958904109589
"22934",3,0,"Shared room",1,9,0.32,0
"22935",2,0,"Entire home/apt",2,12,0.5,0
"22936",2,0,"Private room",7,11,0.4,0
"22937",2,0,"Private room",5,26,0.93,0.89041095890411
"22938",3,0,"Private room",3,3,0.11,0
"22939",2,0,"Private room",5,23,0.84,0.923287671232877
"22940",2,0,"Entire home/apt",2,77,2.97,0.241095890410959
"22941",2,0,"Entire home/apt",5,0,0,0
"22942",4,0,"Private room",1,336,11.91,0.945205479452055
"22943",2,0,"Private room",5,32,1.14,0.958904109589041
"22944",2,0,"Private room",1,102,3.66,0.331506849315069
"22945",2,0,"Private room",1,4,0.15,0
"22946",3,0,"Private room",1,1,0.04,0
"22947",3,0,"Entire home/apt",1,146,5.28,0.580821917808219
"22948",4,0,"Private room",1,129,5.19,0.493150684931507
"22949",4,0,"Entire home/apt",30,6,0.22,0.123287671232877
"22950",3,0,"Entire home/apt",3,61,2.21,0.16986301369863
"22951",2,0,"Entire home/apt",4,66,2.35,0
"22952",3,0,"Entire home/apt",3,62,2.27,0.641095890410959
"22953",2,0,"Entire home/apt",2,15,0.62,0.180821917808219
"22954",4,0,"Entire home/apt",3,68,2.47,0.819178082191781
"22955",3,0,"Entire home/apt",3,12,0.43,0
"22956",2,0,"Entire home/apt",20,0,0,0.126027397260274
"22957",2,0,"Entire home/apt",3,26,1.09,0.441095890410959
"22958",2,0,"Entire home/apt",1,38,1.34,0
"22959",2,0,"Private room",2,2,0.07,0
"22960",4,0,"Entire home/apt",3,10,0.37,0.0438356164383562
"22961",2,0,"Entire home/apt",31,2,0.07,0.112328767123288
"22962",3,0,"Private room",30,4,0.3,0.271232876712329
"22963",4,0,"Private room",2,9,0.32,0
"22964",2,0,"Entire home/apt",1,5,0.42,0.997260273972603
"22965",2,0,"Entire home/apt",2,68,2.51,0.342465753424658
"22966",3,0,"Entire home/apt",3,22,0.81,0
"22967",3,0,"Entire home/apt",1,4,0.14,0
"22968",3,0,"Entire home/apt",3,90,3.21,0.531506849315069
"22969",3,0,"Private room",9,3,0.11,0
"22970",2,0,"Private room",1,3,0.11,0
"22971",2,0,"Private room",2,0,0,0
"22972",3,0,"Entire home/apt",4,5,0.18,0
"22973",2,0,"Private room",1,86,3.14,0.320547945205479
"22974",2,0,"Private room",1,3,0.16,0
"22975",2,0,"Private room",4,0,0,0
"22976",3,0,"Entire home/apt",6,22,0.87,0.0410958904109589
"22977",2,0,"Entire home/apt",3,0,0,0
"22978",2,0,"Private room",3,25,1.78,0.00821917808219178
"22979",4,0,"Entire home/apt",2,67,2.58,0.761643835616438
"22980",4,0,"Private room",1,9,0.91,0
"22981",2,0,"Private room",4,36,1.28,0
"22982",2,0,"Private room",1,58,2.08,0.328767123287671
"22983",4,0,"Private room",7,40,1.51,0.405479452054795
"22984",4,0,"Private room",5,17,0.61,0.306849315068493
"22985",4,0,"Private room",1,0,0,0
"22986",2,0,"Private room",22,0,0,0
"22987",2,0,"Private room",2,16,0.57,0
"22988",1,0,"Private room",1,0,0,0
"22989",2,0,"Private room",28,17,0.61,0.627397260273973
"22990",3,0,"Entire home/apt",2,49,1.81,0.402739726027397
"22991",4,0,"Private room",1,239,8.58,0.989041095890411
"22992",4,0,"Private room",1,76,2.84,0.887671232876712
"22993",3,0,"Private room",1,4,0.14,0
"22994",3,0,"Entire home/apt",2,21,0.74,0.93972602739726
"22995",2,0,"Entire home/apt",31,4,0.16,0.487671232876712
"22996",4,0,"Private room",1,0,0,0
"22997",2,0,"Private room",5,3,0.11,0
"22998",2,0,"Private room",7,15,0.55,0
"22999",3,0,"Entire home/apt",3,38,1.4,0.0849315068493151
"23000",3,0,"Entire home/apt",1,81,2.96,0
"23001",2,0,"Entire home/apt",2,104,3.69,0.734246575342466
"23002",2,0,"Private room",1,0,0,0.241095890410959
"23003",3,0,"Private room",4,95,3.65,0.884931506849315
"23004",2,0,"Private room",7,12,0.44,0
"23005",2,0,"Private room",1,19,0.72,0
"23006",2,0,"Entire home/apt",2,50,3.12,0.643835616438356
"23007",3,0,"Private room",2,0,0,0
"23008",3,0,"Entire home/apt",4,22,0.85,0.652054794520548
"23009",2,0,"Entire home/apt",28,17,0.66,0.90958904109589
"23010",2,0,"Entire home/apt",4,59,2.11,0.594520547945205
"23011",4,0,"Entire home/apt",2,142,5.03,0.00547945205479452
"23012",2,0,"Entire home/apt",7,2,0.08,0
"23013",2,0,"Entire home/apt",2,45,1.61,0
"23014",2,0,"Entire home/apt",7,1,0.05,0.0219178082191781
"23015",2,0,"Entire home/apt",3,76,2.8,0.0246575342465753
"23016",3,0,"Entire home/apt",3,2,0.07,1
"23017",4,0,"Private room",1,161,5.74,1
"23018",3,0,"Private room",2,72,2.59,0.438356164383562
"23019",2,0,"Entire home/apt",3,2,0.07,0
"23020",2,0,"Entire home/apt",7,9,0.36,0.224657534246575
"23021",2,0,"Private room",2,0,0,0.479452054794521
"23022",3,0,"Entire home/apt",1,77,2.79,0
"23023",2,0,"Entire home/apt",5,12,0.43,0.526027397260274
"23024",2,0,"Private room",2,0,0,0
"23025",3,0,"Entire home/apt",6,7,0.26,0
"23026",4,0,"Entire home/apt",5,42,1.55,0.210958904109589
"23027",2,0,"Entire home/apt",4,8,1.1,0
"23028",4,0,"Private room",1,104,3.74,0.821917808219178
"23029",2,0,"Private room",2,12,1.26,0
"23030",2,0,"Entire home/apt",3,76,2.75,0.679452054794521
"23031",2,0,"Private room",4,0,0,0
"23032",2,0,"Private room",4,2,0.32,0.515068493150685
"23033",3,0,"Private room",2,3,0.11,0.936986301369863
"23034",2,0,"Entire home/apt",3,6,0.23,0.268493150684932
"23035",3,0,"Entire home/apt",2,5,0.18,0
"23036",2,0,"Private room",1,0,0,0.243835616438356
"23037",4,0,"Private room",1,74,2.66,0.76986301369863
"23038",4,0,"Private room",1,86,3.09,0.824657534246575
"23039",2,0,"Private room",3,16,0.62,0.101369863013699
"23040",2,0,"Entire home/apt",3,56,2.01,0.0493150684931507
"23041",3,0,"Private room",2,0,0,0
"23042",3,0,"Entire home/apt",4,34,1.33,0.010958904109589
"23043",3,0,"Private room",1,117,4.2,0.424657534246575
"23044",3,0,"Private room",1,120,4.34,0.402739726027397
"23045",4,0,"Private room",1,173,6.15,1
"23046",2,0,"Entire home/apt",7,3,0.11,0
"23047",2,0,"Entire home/apt",90,35,1.25,0
"23048",2,0,"Private room",1,140,5,0.394520547945205
"23049",3,0,"Private room",4,9,0.33,0.227397260273973
"23050",2,0,"Private room",1,51,1.83,0
"23051",3,0,"Entire home/apt",5,2,0.07,0
"23052",3,0,"Private room",2,61,2.85,0.786301369863014
"23053",2,0,"Private room",1,6,0.21,0
"23054",2,0,"Private room",2,45,1.64,0.994520547945206
"23055",2,0,"Entire home/apt",14,1,0.1,0
"23056",2,0,"Private room",4,6,0.22,0.0164383561643836
"23057",3,0,"Entire home/apt",2,0,0,0
"23058",5,0,"Entire home/apt",1,52,2,0.6
"23059",2,0,"Entire home/apt",2,1,0.07,0.241095890410959
"23060",4,0,"Private room",2,129,4.63,0.972602739726027
"23061",2,0,"Entire home/apt",1,4,0.14,0
"23062",2,0,"Entire home/apt",2,66,2.42,0.063013698630137
"23063",2,0,"Private room",1,0,0,0.00273972602739726
"23064",3,0,"Private room",3,26,0.94,0
"23065",3,0,"Entire home/apt",2,83,3.01,0.101369863013699
"23066",3,0,"Private room",1,8,0.28,0
"23067",2,0,"Entire home/apt",7,25,0.95,0.742465753424657
"23068",2,0,"Entire home/apt",2,45,1.65,0.73972602739726
"23069",2,0,"Private room",2,14,0.51,0
"23070",1,0,"Private room",20,6,0.69,0.284931506849315
"23071",2,0,"Private room",2,0,0,0
"23072",2,0,"Entire home/apt",7,22,0.78,0.0356164383561644
"23073",4,0,"Private room",2,40,1.46,0.183561643835616
"23074",1,0,"Entire home/apt",4,0,0,0
"23075",2,0,"Entire home/apt",3,46,1.68,0.915068493150685
"23076",3,0,"Entire home/apt",8,8,0.3,0.0301369863013699
"23077",5,0,"Private room",2,45,1.62,0.756164383561644
"23078",5,0,"Private room",2,32,1.14,0.863013698630137
"23079",3,0,"Entire home/apt",3,20,0.84,0.172602739726027
"23080",2,0,"Private room",3,27,1.81,0
"23081",2,0,"Private room",4,3,0.12,0
"23082",4,0,"Private room",3,29,1.07,0.263013698630137
"23083",4,0,"Private room",1,59,2.1,0
"23084",2,0,"Shared room",1,1,0.05,0.00273972602739726
"23085",3,0,"Entire home/apt",5,117,4.29,0.512328767123288
"23086",3,0,"Private room",3,49,1.76,0.43013698630137
"23087",2,0,"Entire home/apt",4,3,0.48,0.808219178082192
"23088",3,0,"Private room",2,18,0.64,0
"23089",4,0,"Private room",1,11,3.24,0.0246575342465753
"23090",4,0,"Private room",1,0,0,0
"23091",3,0,"Private room",3,4,0.15,0.49041095890411
"23092",2,0,"Private room",1,46,1.69,0.526027397260274
"23093",2,0,"Private room",1,98,3.53,0.120547945205479
"23094",3,0,"Private room",3,0,0,0.493150684931507
"23095",4,0,"Private room",1,296,10.6,0.882191780821918
"23096",2,0,"Entire home/apt",3,25,0.96,0.967123287671233
"23097",2,0,"Entire home/apt",30,0,0,0.76986301369863
"23098",3,0,"Private room",2,2,0.07,0.30958904109589
"23099",2,0,"Private room",2,1,0.04,0
"23100",4,0,"Private room",1,1,0.05,0
"23101",4,0,"Shared room",1,224,7.96,0.219178082191781
"23102",3,0,"Entire home/apt",1,19,0.69,0
"23103",2,0,"Private room",1,76,2.77,0.980821917808219
"23104",3,0,"Shared room",1,5,0.18,0
"23105",3,0,"Entire home/apt",6,2,0.09,0.197260273972603
"23106",2,0,"Entire home/apt",2,35,1.56,0.465753424657534
"23107",2,0,"Entire home/apt",30,5,0.2,0.131506849315068
"23108",3,0,"Entire home/apt",1,0,0,0
"23109",3,0,"Private room",2,137,5.12,0.56986301369863
"23110",2,0,"Private room",25,2,0.08,0
"23111",3,0,"Private room",2,110,4.04,0.649315068493151
"23112",3,0,"Entire home/apt",5,6,0.95,0
"23113",2,0,"Entire home/apt",2,1,0.04,0
"23114",5,0,"Entire home/apt",4,117,4.31,0.473972602739726
"23115",3,0,"Entire home/apt",3,4,0.14,0
"23116",4,0,"Private room",7,35,1.29,0.397260273972603
"23117",4,0,"Private room",7,30,1.1,0.463013698630137
"23118",2,0,"Private room",7,1,0.26,0.43013698630137
"23119",4,0,"Entire home/apt",1,22,0.8,0.726027397260274
"23120",3,0,"Entire home/apt",2,18,0.87,0
"23121",2,0,"Private room",1,3,0.13,0.936986301369863
"23122",5,0,"Entire home/apt",4,54,2.06,0
"23123",3,0,"Private room",3,3,0.11,0
"23124",3,0,"Entire home/apt",1,161,5.78,0.427397260273973
"23125",4,0,"Private room",1,41,2.18,0.0136986301369863
"23126",2,0,"Entire home/apt",6,8,0.35,0.0219178082191781
"23127",3,0,"Private room",1,7,0.25,0
"23128",3,0,"Private room",2,0,0,0
"23129",2,0,"Private room",1,73,2.61,0.997260273972603
"23130",2,0,"Private room",1,59,2.11,0.991780821917808
"23131",3,0,"Entire home/apt",1,134,4.81,0.00273972602739726
"23132",4,0,"Private room",1,325,11.72,0
"23133",4,0,"Entire home/apt",1,113,4.07,0.364383561643836
"23134",2,0,"Private room",5,2,0.07,0
"23135",2,0,"Private room",1,181,6.65,0.0931506849315069
"23136",4,0,"Private room",1,368,13.24,0
"23137",3,0,"Private room",5,55,2.02,0
"23138",2,0,"Private room",2,0,0,1
"23139",4,0,"Private room",1,177,7,0.493150684931507
"23140",3,0,"Entire home/apt",3,1,0.04,0
"23141",2,0,"Private room",5,0,0,0.180821917808219
"23142",2,0,"Entire home/apt",2,3,1.14,0.493150684931507
"23143",3,0,"Private room",6,47,2.54,0.10958904109589
"23144",2,0,"Private room",3,31,1.11,1
"23145",4,0,"Private room",7,102,3.66,0.473972602739726
"23146",2,0,"Private room",2,61,2.36,0.320547945205479
"23147",2,0,"Private room",2,0,0,0
"23148",4,0,"Private room",2,14,0.55,0
"23149",2,0,"Private room",1,2,0.09,0.736986301369863
"23150",2,0,"Entire home/apt",7,5,0.18,0
"23151",3,0,"Private room",1,0,0,0
"23152",4,0,"Private room",1,108,3.91,0.838356164383562
"23153",3,0,"Entire home/apt",1,89,3.72,0
"23154",2,0,"Entire home/apt",2,51,1.87,0.202739726027397
"23155",2,0,"Private room",1,20,0.78,0.835616438356164
"23156",3,0,"Private room",2,8,0.3,0
"23157",3,0,"Entire home/apt",2,1,0.04,0
"23158",4,0,"Private room",31,0,0,0.26027397260274
"23159",2,0,"Private room",15,26,0.93,0.183561643835616
"23160",3,0,"Private room",3,21,0.77,0
"23161",3,0,"Entire home/apt",4,22,0.81,0.0602739726027397
"23162",3,0,"Entire home/apt",2,130,4.8,0.731506849315068
"23163",2,0,"Entire home/apt",2,4,0.3,0
"23164",3,0,"Entire home/apt",3,0,0,0
"23165",3,0,"Private room",3,85,3.06,0.0767123287671233
"23166",4,0,"Private room",5,47,1.76,0.0136986301369863
"23167",2,0,"Private room",9,4,0.18,0
"23168",3,0,"Entire home/apt",30,1,0.05,0.920547945205479
"23169",2,0,"Private room",2,0,0,0
"23170",3,0,"Entire home/apt",4,5,0.19,0
"23171",3,0,"Private room",4,1,0.04,0
"23172",2,0,"Entire home/apt",2,5,0.18,0
"23173",2,0,"Entire home/apt",1,9,0.32,0
"23174",2,0,"Private room",3,5,0.2,0
"23175",3,0,"Private room",2,66,2.39,0.073972602739726
"23176",2,0,"Private room",3,71,2.61,0.986301369863014
"23177",2,0,"Entire home/apt",5,10,0.37,0
"23178",2,0,"Entire home/apt",4,6,0.26,0.263013698630137
"23179",2,0,"Private room",3,2,0.08,0
"23180",2,0,"Private room",1,2,0.07,0.00273972602739726
"23181",3,0,"Entire home/apt",4,9,0.44,0
"23182",2,0,"Private room",3,6,0.23,0.49041095890411
"23183",2,0,"Private room",5,0,0,0
"23184",3,0,"Private room",2,8,0.29,0.268493150684932
"23185",3,0,"Private room",3,4,0.16,0
"23186",3,0,"Entire home/apt",2,2,0.07,0
"23187",2,0,"Entire home/apt",15,8,0.31,0.542465753424658
"23188",1,0,"Entire home/apt",3,116,4.35,0.235616438356164
"23189",2,0,"Private room",7,6,0.33,0.224657534246575
"23190",2,0,"Private room",1,0,0,0.356164383561644
"23191",3,0,"Private room",3,11,0.42,0.0465753424657534
"23192",3,0,"Entire home/apt",2,8,0.32,0.723287671232877
"23193",2,0,"Entire home/apt",3,26,0.95,0
"23194",3,0,"Entire home/apt",2,107,3.95,0.126027397260274
"23195",2,0,"Private room",1,19,0.71,0
"23196",3,0,"Entire home/apt",8,12,0.44,0
